Municipal_Council_Area,Province,District,DS_Division_Name,GND_Name,GND_Code
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Step 1 Part 2,LK7133055
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Step 2 Part 3,LK7133060
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Step 2 Part 2,LK7133065
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Pothanegama,LK7133070
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Step 3 Part 3,LK7133075
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Step 2 Part 1,LK7133080
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Step 2 Part 4,LK7133085
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Wanniyankulama Kotasa 4,LK7133090
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Wanniyankulama Kotasa 5,LK7133095
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Wanniyankulama Kotasa 6,LK7133100
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Gnanikulama,LK7133105
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Kawarakkulama,LK7133110
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Mahapaladikulama,LK7133115
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Step 3 Part 1,LK7133120
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Step 3 Part 2,LK7133125
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Wanniyankulama Kotasa 3,LK7133130
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Wanniyankulama Kotasa 1,LK7133135
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Wanniyankulama Kotasa 2,LK7133140
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Sucharithagama,LK7133145
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Shanthipura,LK7215005
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Sinhapura,LK7215010
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Wijayabahupura,LK7215015
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Unagalavehera South,LK7215020
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Laksha Uyana,LK7215025
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Sevagama,LK7215030
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Wewethenna,LK7215035
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Monarathenna,LK7215040
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Damana Gemunupura,LK7215045
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Kalinga Ela,LK7215050
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Onegama,LK7215055
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Sinharajapura,LK7215060
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Pudur,LK7215065
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Medamaluwa,LK7215070
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Wijayarajapura,LK7215075
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Palugasdamana 03 Ela,LK7215080
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Palugasdamana 02 Ela,LK7215085
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Palugasdamana 01 Ela,LK7215090
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Palugasdamana South,LK7215095
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Palugasdamana North,LK7215100
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Nishshankamallapura,LK7215105
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Ethumalpitiya,LK7215110
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Nikawewa,LK7215115
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Kadawalawewa,LK7215120
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Samudragama,LK7215125
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Sirisangabo Pedesa,LK7215130
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Bendiwewa,LK7215135
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Galthambarawa,LK7215140
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Kuruppu Junction,LK7215145
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Mahasen Pedesa,LK7215150
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Kaduruwela West,LK7215155
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Kaduruwela East,LK7215160
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Divulana,LK7215165
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Gallalla East,LK7215170
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Manikkampattiya,LK7215175
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Gallella West,LK7215180
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Nelumvila,LK7215185
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Kaduruwela South,LK7215190
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Perakum Pedesa,LK7215195
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Weera Pedesa,LK7215200
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Pulathisi Pedesa,LK7215205
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Polonnaruwa Town,LK7215210
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Thopawewa,LK7215215
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Sinha Udagama,LK7215220
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Pothgul Pedesa,LK7215225
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Udawela,LK7215230
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Ganangolla,LK7215235
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Nishshankamalla Pedesa,LK7215240
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Mahaweli Pedesa,LK7215245
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Kotaleeya,LK7215250
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Aluthwewa East,LK7215255
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Aluthwewa West,LK7215260
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Parakrama Samudraya,LK7215265
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Ambanganga,LK7215270
Polonnaruwa MC,North Central,Polonnaruwa,Thamankaduwa,Kalahagala,LK7215275
Badulla MC,Uva,Badulla,Badulla,Pitawelagama,LK8121005
Badulla MC,Uva,Badulla,Badulla,Badulla North,LK8121010
Badulla MC,Uva,Badulla,Badulla,Medapathana,LK8121015
Badulla MC,Uva,Badulla,Badulla,Kailagoda,LK8121020
Badulla MC,Uva,Badulla,Badulla,Andeniya,LK8121025
Badulla MC,Uva,Badulla,Badulla,Sirimalgoda,LK8121030
Badulla MC,Uva,Badulla,Badulla,Damanwara,LK8121035
Badulla MC,Uva,Badulla,Badulla,Hinnarangolla,LK8121040
Badulla MC,Uva,Badulla,Badulla,Kendagolla,LK8121045
Badulla MC,Uva,Badulla,Badulla,Thelbedda Estate,LK8121050
Badulla MC,Uva,Badulla,Badulla,Ilukthenna,LK8121055
Badulla MC,Uva,Badulla,Badulla,Hegoda,LK8121060
Badulla MC,Uva,Badulla,Badulla,Badulupitiya,LK8121065
Badulla MC,Uva,Badulla,Badulla,Badulla Central,LK8121070
Badulla MC,Uva,Badulla,Badulla,Badulla West,LK8121075
Badulla MC,Uva,Badulla,Badulla,Katupelella,LK8121080
Badulla MC,Uva,Badulla,Badulla,Badulla South,LK8121085
Badulla MC,Uva,Badulla,Badulla,Badulla East,LK8121090
Badulla MC,Uva,Badulla,Badulla,Hindagoda,LK8121095
Badulla MC,Uva,Badulla,Badulla,Rambukpotha,LK8121100
Badulla MC,Uva,Badulla,Badulla,Malangamuwa,LK8121105
Badulla MC,Uva,Badulla,Badulla,Viyadiguna,LK8121110
Badulla MC,Uva,Badulla,Badulla,Vineethagama,LK8121115
Badulla MC,Uva,Badulla,Badulla,Wewessa,LK8121120
Badulla MC,Uva,Badulla,Badulla,Welibissa,LK8121125
Badulla MC,Uva,Badulla,Badulla,Glen Alpin Estate,LK8121130
Badulla MC,Uva,Badulla,Badulla,Udawela,LK8121135
Badulla MC,Uva,Badulla,Badulla,Hingurugamuwa,LK8121140
Badulla MC,Uva,Badulla,Badulla,Kanupelella,LK8121145
Bandarawela MC,Uva,Badulla,Bandarawela,Mathetilla,LK8133005
Bandarawela MC,Uva,Badulla,Bandarawela,Konthahela,LK8133010
Bandarawela MC,Uva,Badulla,Bandarawela,Icelab Watta,LK8133015
Bandarawela MC,Uva,Badulla,Bandarawela,Kirioruwa,LK8133020
Bandarawela MC,Uva,Badulla,Bandarawela,Ettalapitiya,LK8133025
Bandarawela MC,Uva,Badulla,Bandarawela,Diganathenna,LK8133030
Bandarawela MC,Uva,Badulla,Bandarawela,Ambegoda,LK8133035
Bandarawela MC,Uva,Badulla,Bandarawela,Wewathenna,LK8133040
Bandarawela MC,Uva,Badulla,Bandarawela,Watagamuwa,LK8133045
Bandarawela MC,Uva,Badulla,Bandarawela,Bindunuwewa,LK8133050
Bandarawela MC,Uva,Badulla,Bandarawela,Kebillewela North,LK8133055
Bandarawela MC,Uva,Badulla,Bandarawela,Gediyaroda,LK8133060
Bandarawela MC,Uva,Badulla,Bandarawela,Bandarawela West,LK8133065
Bandarawela MC,Uva,Badulla,Bandarawela,Bandarawela East,LK8133070
Bandarawela MC,Uva,Badulla,Bandarawela,Thanthiriya,LK8133075
Bandarawela MC,Uva,Badulla,Bandarawela,Udaperuwa,LK8133080
Bandarawela MC,Uva,Badulla,Bandarawela,Egodagama,LK8133085
Bandarawela MC,Uva,Badulla,Bandarawela,Weheragalathenna,LK8133090
Bandarawela MC,Uva,Badulla,Bandarawela,Bambaragama,LK8133095
Bandarawela MC,Uva,Badulla,Bandarawela,Makulella,LK8133100
Bandarawela MC,Uva,Badulla,Bandarawela,Kinigama,LK8133105
Bandarawela MC,Uva,Badulla,Bandarawela,Inikambedda,LK8133110
Bandarawela MC,Uva,Badulla,Bandarawela,Karagahawela,LK8133115
Bandarawela MC,Uva,Badulla,Bandarawela,Obadella,LK8133120
Bandarawela MC,Uva,Badulla,Bandarawela,Beddekumbura,LK8133125
Bandarawela MC,Uva,Badulla,Bandarawela,Kebillewela South,LK8133130
Bandarawela MC,Uva,Badulla,Bandarawela,Mahaulpatha,LK8133135
Bandarawela MC,Uva,Badulla,Bandarawela,Darahitawanagoda,LK8133140
Bandarawela MC,Uva,Badulla,Bandarawela,Doolgolla,LK8133145
Bandarawela MC,Uva,Badulla,Bandarawela,Creig Watta,LK8133150
Bandarawela MC,Uva,Badulla,Bandarawela,Liyangahawela Watta,LK8133155
Bandarawela MC,Uva,Badulla,Bandarawela,Ambadandegama,LK8133160
Bandarawela MC,Uva,Badulla,Bandarawela,Beddearawa,LK8133165
Bandarawela MC,Uva,Badulla,Bandarawela,Liyangahawela,LK8133170
Bandarawela MC,Uva,Badulla,Bandarawela,Nayabedda Estate,LK8133175
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Gileemale North,LK9112005
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Ketawala,LK9112010
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Guruluwana,LK9112015
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Siripagama,LK9112020
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Sri Palabaddala,LK9112025
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Mapalana,LK9112030
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Kudawa,LK9112035
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Dehenakanda,LK9112040
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Bambarabotuwa,LK9112045
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Alupola,LK9112050
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Balakotunna,LK9112055
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Hapugasthenna,LK9112060
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Rathgama,LK9112065
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Gileemale South,LK9112070
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Pagoda,LK9112075
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Embuldeniya,LK9112080
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Malangama,LK9112085
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Amuthagoda,LK9112090
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Kahangama,LK9112095
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Ketaliyampalla,LK9112100
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,New Town,LK9112105
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Ellegedara,LK9112110
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Malwala,LK9112115
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Durekkanda,LK9112120
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Galabada,LK9112125
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Gallella,LK9112130
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Amunuthenna,LK9112135
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Kempanawatta,LK9112140
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Gurubevilagama,LK9112145
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Batewela,LK9112150
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Hettikanda,LK9112155
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Banagoda,LK9112160
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Heenberenduwa,LK9112165
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Egoda Malwala,LK9112170
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Meehitiya,LK9112175
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Kospelavinna,LK9112180
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Weralupe,LK9112185
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Dewalegawa,LK9112190
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Muwagama,LK9112195
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Ratnapura Town West,LK9112200
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Ratnapura Town North,LK9112205
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Mihindugama,LK9112210
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Mahawala,LK9112215
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Godigamuwa,LK9112220
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Ratnapura Town,LK9112225
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Mudduwa East,LK9112230
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Samagipura,LK9112235
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Ethoya,LK9112240
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Mudduwa,LK9112245
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Batugedara,LK9112250
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Angammana,LK9112255
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Thiriwanketiya,LK9112260
Ratnapura MC,Sabaragamuwa,Ratnapura,Ratnapura,Kolandagala,LK9112265
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Siyambalapitiya,LK9212005
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Pussella,LK9212010
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Dimbulgamuwa,LK9212015
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Kolongalla,LK9212020
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Diyagama,LK9212025
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Kalugalla,LK9212030
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Puwakdeniya,LK9212035
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Meepitiya,LK9212040
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Olagankanda,LK9212045
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Wewaladeniya,LK9212050
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Ranwala,LK9212055
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Paranagampola,LK9212060
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Uraulla,LK9212065
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Ambanpitiya,LK9212070
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Beragala,LK9212075
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Kegalle Town,LK9212080
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Golahela,LK9212085
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Pallewela,LK9212090
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Karandupotha,LK9212095
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Uda Karadupana,LK9212100
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Nilmalgoda,LK9212105
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Paragammana,LK9212110
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Waldeniya,LK9212115
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Dikella,LK9212120
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Buluruppa,LK9212125
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Ekiriyagala,LK9212130
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Deewela Medagama,LK9212135
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Deewela Pallegama,LK9212140
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Ewunugalla,LK9212145
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Dikkohupitiya,LK9212150
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Kavudugama,LK9212155
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Makoora,LK9212160
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Bulugahadeniya,LK9212165
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Thalewala,LK9212170
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Hettimulla,LK9212175
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Minuwangamuwa,LK9212180
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Udumagama,LK9212185
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Wadupola,LK9212190
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Wathura,LK9212195
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Meedeniya South,LK9212200
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Meedeniya North,LK9212205
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Malavita,LK9212210
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Godigamuwa,LK9212215
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Hapuvita Pallegama,LK9212220
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Alapalawala,LK9212225
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Nilapalagammana,LK9212230
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Eregama,LK9212235
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Athurupana,LK9212240
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Rotuwa,LK9212245
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Hungampola,LK9212250
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Gurullawala,LK9212255
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Moradana,LK9212260
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Mabopitiya,LK9212265
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Higgoda,LK9212270
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Bossella,LK9212275
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Ganthuna Pallegama North,LK9212280
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Bogala,LK9212285
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Thiyambarahena,LK9212290
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Undugoda,LK9212295
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Belihulwana,LK9212300
Kegalle MC,Sabaragamuwa,Kegalle,Kegalle,Ganthuna Pallegama South,LK9212305
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Palameenmadu,LK5118005
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Navalady,LK5118010
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Amirthakali,LK5118015
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Punnachcholai,LK5118020
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Thiraimadu,LK5118025
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Saththurukondan,LK5118030
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Panichchaiyady,LK5118035
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Kokkuvil,LK5118040
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Sinna Oorani,LK5118045
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Jayanthipuram,LK5118050
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Karuvappankerny,LK5118055
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Mamangam,LK5118060
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Koolavadi,LK5118065
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Koolavadi East,LK5118070
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Thamaraikerny,LK5118075
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Periya Uppodai,LK5118080
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Dutch Bar,LK5118085
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Thissaweerasingam Square,LK5118090
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Iruthayapuram East,LK5118095
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Iruthayapuram Central,LK5118100
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Iruthayapuram West,LK5118105
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Periya Oorani,LK5118110
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Gnanasooriyam Square,LK5118115
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Vettukkadu,LK5118120
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Barathipuram,LK5118125
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Thandavanveli,LK5118130
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Arasadi,LK5118135
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Koddamunai,LK5118140
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Kallady Mugaththuwaram,LK5118145
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Thiruchendhoor,LK5118150
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Kallady,LK5118155
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Kallady Veloor,LK5118160
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Kallady Uppodai,LK5118165
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Puliyantivu East,LK5118170
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Puliyantivu Central,LK5118175
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Puliyantivu West,LK5118180
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Puliyantivu South,LK5118185
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Thiruperunthurai,LK5118190
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Puthunagar,LK5118195
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Seththukudah,LK5118200
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Veechchukalmunai,LK5118205
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Thimilathivu,LK5118210
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Nochchimunai,LK5118215
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Navatkudah,LK5118220
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Navatkudah East,LK5118225
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Navatkudah South,LK5118230
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Manjanthoduvai North,LK5118235
Batticaloa MC,Eastern,Batticaloa,Manmunai North,Manjanthoduvai South,LK5118240
Kalmunai MC,Eastern,Ampara,Kalmunai,Periyaneelavanai 01B,LK5221005
Kalmunai MC,Eastern,Ampara,Kalmunai,Periyaneelavanai 01A,LK5221010
Kalmunai MC,Eastern,Ampara,Kalmunai,Periyaneelavanai 01,LK5221015
Kalmunai MC,Eastern,Ampara,Kalmunai,Periyaneelavanai 02,LK5221020
Kalmunai MC,Eastern,Ampara,Kalmunai,Chenaikudiyiruppu 01A,LK5221025
Kalmunai MC,Eastern,Ampara,Kalmunai,Pandiruppu 01,LK5221030
Kalmunai MC,Eastern,Ampara,Kalmunai,Pandiruppu 01B,LK5221035
Kalmunai MC,Eastern,Ampara,Kalmunai,Pandiruppu 01C,LK5221040
Kalmunai MC,Eastern,Ampara,Kalmunai,Pandiruppu 01A,LK5221045
Kalmunai MC,Eastern,Ampara,Kalmunai,Pandiruppu 02,LK5221050
Kalmunai MC,Eastern,Ampara,Kalmunai,Pandiruppu 02B,LK5221055
Kalmunai MC,Eastern,Ampara,Kalmunai,Pandiruppu 02C,LK5221060
Kalmunai MC,Eastern,Ampara,Kalmunai,Pandiruppu 02A,LK5221065
Kalmunai MC,Eastern,Ampara,Kalmunai,Kalmunai 01D,LK5221070
Kalmunai MC,Eastern,Ampara,Kalmunai,Kalmunai 01B,LK5221075
Kalmunai MC,Eastern,Ampara,Kalmunai,Kalmunai 01A,LK5221080
Kalmunai MC,Eastern,Ampara,Kalmunai,Kalmunai 01,LK5221085
Kalmunai MC,Eastern,Ampara,Kalmunai,Natpiddimunai Td 03,LK5221090
Kalmunai MC,Eastern,Ampara,Kalmunai,Natpiddimunai Td 02,LK5221095
